bus id,source,destination,distance,fare,time,day,date
34874,Chambenahalli Gate,Kacharakanahalli,14943,34,12:00,Wednesday,01-02-2024
34875,Chambenahalli Gate,K.R. Puram Bus Stand,13809,34,19:50,Friday,11-02-2024
34876,Chambenahalli Gate,Siddaguntapalya Cross,10775,19,17:30,Tuesday,09-02-2024
34877,Chambenahalli Gate,Trinity Circle (TAJ RESIDENCY),11828,20,13:50,Sunday,02-02-2024
34878,Chambenahalli Gate,ST John's Hospital,10344,27,09:10,Saturday,27-02-2024
34879,Chambenahalli Gate,Garuda Mall,11413,32,09:50,Tuesday,20-02-2024
34880,Chambenahalli Gate,M.G. Road (Mayo Hall),12701,42,16:20,Saturday,07-02-2024
34881,Chambenahalli Gate,Hennur (Bagalur RD),9409,25,06:00,Saturday,28-02-2024
34882,Chambenahalli Gate,Kothanur,9985,25,06:00,Friday,20-02-2024
34883,Chambenahalli Gate,Church Cross (Bagalur RD),13100,40,22:30,Monday,28-02-2024
34884,Chambenahalli Gate,Chakkalatti,12012,32,02:00,Saturday,03-02-2024
34885,Chambenahalli Gate,Bagalur,7464,15,03:00,Thursday,08-02-2024
34886,Chambenahalli Gate,State Bank  (Electronic City),6890,15,00:30,Sunday,12-02-2024
34887,Chambenahalli Gate,Koodlu Gate,15288,42,14:30,Saturday,19-02-2024
34888,Chambenahalli Gate,Konappana Agarahara,8887,22,03:20,Tuesday,14-02-2024
34889,Chambenahalli Gate,Anepalya,9112,19,11:00,Saturday,15-02-2024
34890,Chambenahalli Gate,Adugodi,9490,19,12:20,Wednesday,29-02-2024
34891,Chambenahalli Gate,Ayyappaswami Temple (Madiwala),9017,22,02:30,Friday,10-02-2024
34892,Chambenahalli Gate,Tavakal Mosque,17653,36,08:40,Sunday,23-02-2024
34893,Chambenahalli Gate,Dell Complex,27485,51,15:40,Thursday,27-02-2024
34894,Chambenahalli Gate,Indian Express,35420,57,18:00,Thursday,20-02-2024
34895,Chambenahalli Gate,HSR Layout (BDA Complex),33473,43,16:40,Sunday,28-02-2024
34896,Chambenahalli Gate,DELL Complex (Hero Honda),23174,39,11:40,Thursday,07-02-2024
34897,Chambenahalli Gate,Singasandra,12570,32,01:50,Monday,19-02-2024
34898,Chambenahalli Gate,P.E.S. College,7153,20,01:40,Sunday,22-02-2024
34899,Chambenahalli Gate,Junnasandara Gate,11569,27,14:40,Sunday,14-02-2024
34900,Chambenahalli Gate,Dodda Kannelli,4170,10,08:30,Wednesday,09-02-2024
34901,Chambenahalli Gate,Ambedkar Nagar (Sarjapura Rd),5555,10,16:00,Thursday,25-02-2024
34902,Chambenahalli Gate,Kodathi Gate,7210,20,18:20,Saturday,17-02-2024
34903,Chambenahalli Gate,Shoole Kunte,13323,32,20:50,Thursday,16-02-2024
34904,Chambenahalli Gate,Choudenahall Gate,17633,44,22:20,Friday,26-02-2024
34905,Chambenahalli Gate,Depot - 15,12970,34,08:50,Friday,24-02-2024
34906,Chambenahalli Gate,Ibbalur,11827,27,07:30,Thursday,26-02-2024
34907,Chambenahalli Gate,Dommasandra Circle,4080,10,23:10,Monday,04-02-2024
34908,Chambenahalli Gate,Yamare Village,4810,10,11:40,Thursday,17-02-2024
34909,Chambenahalli Gate,Sompura Gate,4108,5,17:40,Tuesday,10-02-2024
34910,Chambenahalli Gate,Sarjapura,9696,30,04:50,Saturday,26-02-2024
34911,Chambenahalli Gate,Trinity Circle (Church),30922,100,15:10,Saturday,28-02-2024
34912,Chambenahalli Gate,Frazer Town (Post Office),26551,49,12:50,Friday,26-02-2024
34913,Chambenahalli Gate,Sarai Palya (Vidyasagar Cross),20528,42,23:20,Monday,14-02-2024
34914,Chambenahalli Gate,St Johns Hospital,7467,17,05:50,Friday,23-02-2024
34915,Chambenahalli Gate,Krupanidhi College,7173,15,19:50,Saturday,09-02-2024
34916,Chambenahalli Gate,Vivek Nagar Cross,13538,34,20:30,Tuesday,01-02-2024
34917,Chambenahalli Gate,Sonkad Gate,10824,32,13:50,Monday,10-02-2024
34918,Chambenahalli Gate,Electronic City (Hosur Rd),5883,15,11:50,Saturday,04-02-2024
34919,Chambenahalli Gate,Madiwala Market,9542,27,08:20,Friday,19-02-2024
34920,Chambenahalli Gate,Byatarayanapura Police Station,29813,42,15:40,Monday,04-02-2024
34921,Chambenahalli Gate,BWSSB Quaters,28084,51,13:30,Thursday,12-02-2024
34922,Chambenahalli Gate,M.G. RD (Manipal Centre),23816,50,07:00,Wednesday,01-02-2024
34923,Chambenahalli Gate,Muttanalur Cross,19536,35,05:00,Sunday,17-02-2024
34924,Depot - 15,Philips (Ulsoor Lake),33719,43,21:10,Saturday,01-02-2024
34925,Depot - 15,Binnamangala,34979,75,04:50,Thursday,29-02-2024
34926,Depot - 15,Benniganahalli,31443,42,13:30,Sunday,11-02-2024
34927,Depot - 15,Cantonment RLWY Station,30456,42,23:20,Sunday,14-02-2024
34928,Depot - 15,Depot - 10,30743,42,02:50,Wednesday,22-02-2024
34929,Depot - 15,Varthurkodi,29379,42,06:10,Friday,12-02-2024
34930,Depot - 15,Marathahalli (Jn. Vartur and O,26563,49,06:50,Wednesday,04-02-2024
34931,Depot - 15,Raja Rajeshwari Talkies,24641,40,14:00,Wednesday,24-02-2024
34932,Depot - 15,Koramangala (Jn. Ejipura RD),26601,61,20:40,Tuesday,06-02-2024
34933,Depot - 15,GPO,24696,51,08:00,Friday,10-02-2024
34934,Depot - 15,Koramangala (80 FT RD),28098,72,06:50,Saturday,15-02-2024
34935,Depot - 15,Koramangala (SONY World),32527,83,14:30,Thursday,03-02-2024
34936,Depot - 15,Kaggadasapura Jn (Big Bazaar),33029,57,14:50,Saturday,23-02-2024
34937,Depot - 15,K. R. Puram Rlwy Station,27358,55,00:20,Saturday,02-02-2024
34938,Depot - 15,ITI Bus Stop,27795,40,22:30,Monday,08-02-2024
34939,Depot - 15,Vannar Pete,29924,77,02:20,Saturday,03-02-2024
34940,Depot - 15,Passport Office,31395,74,09:00,Wednesday,27-02-2024
34941,Depot - 15,Ashwath Nagar (Telecom Colony),15007,44,11:10,Monday,08-02-2024
34942,Depot - 15,Hennur Bande,10503,25,23:00,Monday,18-02-2024
34943,Depot - 15,8th Mile (Tumkur RD),24780,52,22:40,Tuesday,03-02-2024
34944,Depot - 15,White Field Post Office,21335,39,09:50,Monday,26-02-2024
34945,Depot - 15,Amanath Bank Stop,30486,78,01:20,Sunday,15-02-2024
34946,Depot - 15,Hennur Cross,6627,25,05:40,Monday,19-02-2024
34947,Depot - 15,Venketeshpuram02,26334,70,05:40,Friday,21-02-2024
34948,Depot - 15,Govardhan Turning,21985,60,22:50,Thursday,14-02-2024
34949,Depot - 15,M E I Factory,24973,60,23:30,Friday,05-02-2024
34950,Depot - 15,Dasarahalli (Tumkur Rd),25510,65,09:10,Tuesday,22-02-2024
34951,Depot - 15,Bowring Institute (SBI),19954,37,13:50,Wednesday,24-02-2024
34952,Depot - 15,Siddapur,16564,35,20:10,Thursday,19-02-2024
34953,Depot - 15,NGV Center,31848,83,02:30,Tuesday,26-02-2024
34954,Depot - 15,Koramangala 1st Block,29015,70,02:40,Thursday,29-02-2024
34955,Depot - 15,Coles park,30597,70,03:50,Sunday,27-02-2024
34956,Depot - 15,Fraser town (Doddi stop),27759,70,16:20,Tuesday,12-02-2024
34957,Depot - 15,MEI (Tumkur RD),30548,70,04:10,Friday,05-02-2024
34958,Depot - 15,Jalahalli Cross,27081,41,12:30,Sunday,13-02-2024
34959,Depot - 15,Basaveshwara Circle (L.H.),26040,41,00:30,Wednesday,17-02-2024
34960,Depot - 15,Richmond Circle (Opp Bangalore,24651,41,23:10,Tuesday,02-02-2024
34961,Depot - 15,Kathariguppe,21085,37,16:10,Saturday,13-02-2024
34962,Depot - 15,Madiwala Masjid,22636,60,19:20,Friday,08-02-2024
34963,Depot - 15,Adugodi Police Quarters,23653,60,20:20,Thursday,12-02-2024
34964,Depot - 15,Lake Side Hospital,20294,52,10:10,Friday,12-02-2024
34965,Depot - 15,Bangalore Club (Richmond Circl,22192,60,07:30,Saturday,26-02-2024
34966,Depot - 15,Domlur,22040,60,18:10,Friday,22-02-2024
34967,Depot - 15,Halasuru (Ulsoor) Lake,21367,60,05:30,Sunday,21-02-2024
34968,Depot - 15,Yeshwantpur Junction,25379,70,11:10,Tuesday,17-02-2024
34969,Depot - 15,Brigade Road (St Patricks Chur,20478,55,03:40,Wednesday,15-02-2024
34970,Depot - 15,Kogillu Cross,20276,53,12:00,Tuesday,05-02-2024
34971,Depot - 15,Jeevanbhima Nagar,18896,50,17:40,Saturday,07-02-2024
34972,Depot - 15,Indira Nagar Police Station,20911,58,15:20,Sunday,29-02-2024
34973,Depot - 15,J.C. Nagar,18320,48,16:50,Monday,16-02-2024
34974,Depot - 15,K.G. Halli,23370,37,03:30,Friday,13-02-2024
34975,Depot - 15,Govindapura Cross,24346,64,11:00,Friday,19-02-2024
34976,Depot - 15,Arabic college,22146,37,07:30,Thursday,24-02-2024
34977,Depot - 15,Kengeri,26540,65,19:00,Monday,09-02-2024
34978,Depot - 15,Mylasandra (Mysore Raod),23618,40,16:00,Wednesday,03-02-2024
34979,Depot - 15,Corporation (Kalinga RD),22035,39,22:30,Saturday,02-02-2024
34980,Depot - 15,Corporation Office,20706,39,10:00,Wednesday,01-02-2024
34981,Depot - 15,IIM-B,20240,37,10:50,Wednesday,06-02-2024
34982,Depot - 15,Lalbagh Main Gate,21238,39,15:10,Monday,05-02-2024
34983,Depot - 15,Purnima Bus Stop,25974,40,18:00,Friday,26-02-2024
34984,Depot - 15,G.D. Marra (J.P. Nagar 3rd Ph),23313,40,23:20,Thursday,24-02-2024
34985,Depot - 15,BTM Check Post,20963,39,06:00,Saturday,16-02-2024
34986,Depot - 15,BIAL Bus Stop,21186,39,20:50,Saturday,11-02-2024
34987,Depot - 15,Malleshwaram 18th Cross,19947,37,14:50,Thursday,17-02-2024
34988,Depot - 15,Madiwala (Check Post),19665,37,14:40,Friday,20-02-2024
34989,Depot - 15,Bangalore University Gate,23037,40,00:50,Monday,10-02-2024
34990,Depot - 15,Panthara palya,24648,40,05:30,Monday,14-02-2024
34991,Depot - 15,Vinayaka Stop,28238,40,19:00,Sunday,10-02-2024
34992,Depot - 15,Jaraganhalli,23895,40,20:30,Thursday,24-02-2024
34993,Depot - 15,Metro Mall (Kanakapura RD),25066,40,14:40,Saturday,27-02-2024
34994,Depot - 15,Sarakki Gate,21120,39,18:10,Monday,19-02-2024
34995,Depot - 15,Jayadeva (Opp Shoppers Stop),22089,39,11:40,Friday,24-02-2024
34996,Depot - 15,Byatarayanapura (Blry RD),22285,39,10:50,Monday,19-02-2024
34997,Depot - 15,Esteem Mall,23518,51,10:20,Monday,18-02-2024
34998,Depot - 15,Jal Bhavan (Bannerghatta RD),27925,40,03:40,Friday,08-02-2024
34999,Depot - 15,Kodihalli,24751,40,14:30,Wednesday,17-02-2024
35000,Depot - 15,Electric Stop (Manipal Center),24372,40,11:10,Friday,20-02-2024
35001,Depot - 15,Cunnighama Road,20592,37,17:50,Wednesday,20-02-2024
35002,Depot - 15,Jn. of Koramangala 80ft RD,31846,69,02:40,Wednesday,22-02-2024
35003,Depot - 15,Bommanahalli,22046,39,08:50,Saturday,10-02-2024
35004,Depot - 15,Hotel Windsor Manor (Le Meride,14210,25,05:10,Friday,16-02-2024
35005,Depot - 15,Halasuru (Ulsoor),19643,37,06:40,Tuesday,22-02-2024
35006,Depot - 15,Taj Residency,17453,35,17:50,Saturday,20-02-2024
35007,Depot - 15,Agara,19066,35,17:10,Sunday,22-02-2024
35008,Depot - 15,Accenture,19195,45,10:40,Tuesday,26-02-2024
35009,Depot - 15,Kalyananagar,18712,45,18:30,Friday,19-02-2024
35010,Depot - 15,Infosys (Parking Lot),15857,30,09:50,Friday,22-02-2024
35011,Depot - 15,Corporation (Kasturba Road),16537,34,00:00,Sunday,16-02-2024
35012,Depot - 15,Hotel Le Meridean,20348,39,23:00,Monday,09-02-2024
35013,Depot - 15,Military Accounts Office (Trin,16395,35,15:30,Friday,15-02-2024
35014,Depot - 15,Command Hospital,17806,35,08:50,Monday,15-02-2024
35015,Depot - 15,Hotel Leela Palace (Opp Royal,17740,35,19:40,Thursday,12-02-2024
35016,Depot - 15,Borewell (Marathahali RD),15646,30,12:20,Friday,27-02-2024
35017,Depot - 15,Central Silk Board (Hosur RD),31221,69,05:10,Sunday,19-02-2024
35018,Depot - 15,Minerva Circle,14819,40,02:50,Sunday,22-02-2024
35019,Depot - 15,Marathalli Bridge,14830,29,09:50,Tuesday,20-02-2024
35020,Depot - 15,HAL Main Gate (OPP),16390,34,07:20,Saturday,20-02-2024
35021,Depot - 15,Koramangala Water tank,17937,45,09:50,Sunday,27-02-2024
35022,Depot - 15,Jn.of Sarjapur RD,15973,25,12:10,Wednesday,27-02-2024
35023,Depot - 15,Intel,18086,45,11:00,Thursday,17-02-2024
35024,Depot - 15,Marathahalli Bridge (ORR),16727,25,08:30,Wednesday,09-02-2024
35025,Depot - 15,Chikkalasandra Bus Stand,21920,60,01:10,Wednesday,28-02-2024
35026,Depot - 15,Padmanabhanagara,19835,35,22:50,Sunday,15-02-2024
35027,Depot - 15,Dalmiya Circle (J.P. Nagar 3rd,21262,57,03:40,Thursday,25-02-2024
35028,Depot - 15,Vijaya College,17590,30,03:30,Thursday,14-02-2024
35029,Depot - 15,Kalyananagar,18761,48,02:30,Wednesday,05-02-2024
35030,Depot - 15,Kempe Gowda Bus Station,19470,50,06:40,Monday,06-02-2024
35031,Depot - 15,Hotel Grand Ashoka,20455,52,12:50,Tuesday,04-02-2024
35032,Depot - 15,Rajajinagar/Navaranga,22295,52,05:40,Tuesday,05-02-2024
35033,Depot - 15,Malleshwaram Bus Station,20586,52,07:20,Friday,20-02-2024
35034,Depot - 15,Sadashivanagar Bhashyam Circle,18903,35,07:30,Tuesday,21-02-2024
35035,Depot - 15,Kuvempu Nagar (BTM Layout),21517,49,23:50,Monday,22-02-2024
35036,Depot - 15,Bamboo Bazaar,20300,47,20:30,Sunday,23-02-2024
35037,Depot - 15,Coles RD (Jn. Of Netaji RD),20238,49,04:20,Wednesday,20-02-2024
35038,Depot - 15,Venketeshpuram01,15492,39,16:10,Friday,05-02-2024
35039,Depot - 15,Thanisandra Petrol Bunk,12890,32,03:40,Thursday,05-02-2024
35040,Depot - 15,RK Hegde nagar,13453,32,21:50,Friday,11-02-2024
35041,Depot - 15,Diamond District,22356,49,17:40,Monday,03-02-2024
35042,Depot - 15,Shivaji Nagar Bus Station,21123,49,00:00,Thursday,16-02-2024
35043,Depot - 15,Vasanth Nagar (Ambedkar Bhavan,20510,47,07:10,Saturday,04-02-2024
35044,Depot - 15,K Narayanapura Cross (RK Hegde,15887,34,12:30,Wednesday,10-02-2024
35045,Depot - 15,RAK Apartments,15888,34,00:40,Monday,18-02-2024
35046,Depot - 15,Thinnasandra,14515,29,05:50,Sunday,05-02-2024
35047,Depot - 15,Gubbi Cross,15745,34,22:50,Monday,27-02-2024
35048,Depot - 15,Geddalahalli,11207,30,02:20,Thursday,10-02-2024
35049,Depot - 15,Vidyasagar Cross (Sarai palya),14916,29,16:40,Sunday,17-02-2024
35050,Depot - 15,Thinnasandra Petrol Bunk,14152,29,08:10,Friday,20-02-2024
35051,Depot - 15,Jn. Of Nagavara,14029,29,21:40,Saturday,26-02-2024
35052,Depot - 15,Railway Gate (Frazer Town),14237,29,20:50,Friday,16-02-2024
35053,Depot - 15,P and T Colony,11227,19,06:00,Thursday,22-02-2024
35054,Depot - 15,CSI Hospital,10363,19,20:10,Wednesday,08-02-2024
35055,Depot - 15,Gandhi Statue (Chinnaswami),14387,29,07:00,Saturday,15-02-2024
35056,Depot - 15,Spice Garden,12808,20,23:50,Friday,12-02-2024
35057,Depot - 15,Kundalahalli Gate,12425,20,18:00,Thursday,05-02-2024
35058,Depot - 15,Museum road,8978,17,02:30,Tuesday,16-02-2024
35059,Depot - 15,Clarence School,11713,35,02:10,Wednesday,07-02-2024
35060,Depot - 15,Charles School Bus Stop,13085,32,10:40,Sunday,12-02-2024
35061,Depot - 15,Lingarajpura,13218,32,22:00,Thursday,29-02-2024
35062,Depot - 15,Hosur Bande,12769,30,21:00,Tuesday,25-02-2024
35063,Depot - 15,Byrthi Bande,9232,20,21:40,Friday,05-02-2024
35064,Depot - 15,Bible College,12013,32,09:10,Wednesday,19-02-2024
35065,Depot - 15,Kadasonnapanahalli,6933,15,07:50,Sunday,16-02-2024
35066,Depot - 15,Jyothi School,7571,15,18:50,Sunday,06-02-2024
35067,Depot - 15,Siddagunta Palya,8954,25,15:00,Thursday,28-02-2024
35068,Depot - 15,Tin Factory,6591,15,11:00,Thursday,22-02-2024
35069,Depot - 15,Kacharakanahalli,9948,30,02:50,Wednesday,23-02-2024
35070,Depot - 15,K.R. Puram Bus Stand,5405,10,20:10,Monday,15-02-2024
35071,Depot - 15,Siddaguntapalya Cross,6270,15,04:40,Monday,17-02-2024
35072,Depot - 15,Trinity Circle (TAJ RESIDENCY),8398,20,16:40,Tuesday,22-02-2024
35073,Depot - 15,ST John's Hospital,7101,15,20:40,Wednesday,07-02-2024
35074,Depot - 15,Garuda Mall,4080,10,16:40,Sunday,09-02-2024
35075,Depot - 15,M.G. Road (Mayo Hall),3543,5,15:10,Tuesday,10-02-2024
35076,Depot - 15,Hennur (Bagalur RD),14229,32,17:50,Tuesday,01-02-2024
35077,Depot - 15,Kothanur,17382,42,03:00,Tuesday,14-02-2024
35078,Depot - 15,Church Cross (Bagalur RD),15165,34,05:00,Saturday,05-02-2024
35079,Depot - 15,Chakkalatti,13928,32,05:50,Wednesday,15-02-2024
35080,Depot - 15,Bagalur,13335,35,08:10,Wednesday,12-02-2024
35081,Depot - 15,State Bank  (Electronic City),6868,20,20:00,Thursday,27-02-2024
35082,Depot - 15,Koodlu Gate,18030,47,11:40,Sunday,19-02-2024
35083,Depot - 15,Konappana Agarahara,11623,30,22:00,Wednesday,16-02-2024
35084,Depot - 15,Anepalya,7767,15,03:00,Wednesday,25-02-2024
35085,Depot - 15,Adugodi,8906,17,22:10,Thursday,18-02-2024
35086,Depot - 15,Ayyappaswami Temple (Madiwala),6085,15,12:10,Thursday,12-02-2024
35087,Depot - 15,Tavakal Mosque,20409,35,20:10,Tuesday,15-02-2024
35088,Depot - 15,Dell Complex,31992,55,19:40,Tuesday,29-02-2024
35089,Depot - 15,Indian Express,38203,60,14:00,Thursday,12-02-2024
35090,Depot - 15,HSR Layout (BDA Complex),31815,65,06:20,Wednesday,10-02-2024
35091,Depot - 15,DELL Complex (Hero Honda),25930,38,05:30,Friday,21-02-2024
35092,Depot - 15,Singasandra,15320,32,08:30,Saturday,29-02-2024
35093,Depot - 15,P.E.S. College,15480,32,07:00,Wednesday,07-02-2024
35094,Depot - 15,Junnasandara Gate,5541,15,06:30,Tuesday,27-02-2024
35095,Depot - 15,Dodda Kannelli,10634,35,18:40,Friday,23-02-2024
35096,Depot - 15,Ambedkar Nagar (Sarjapura Rd),13461,30,12:10,Sunday,13-02-2024
35097,Depot - 15,Kodathi Gate,15497,42,07:30,Monday,01-02-2024
35098,Depot - 15,Shoole Kunte,16060,34,17:20,Sunday,05-02-2024
35099,Depot - 15,Choudenahall Gate,20369,49,10:10,Monday,21-02-2024
35100,Depot - 15,Chambenahalli Gate,15611,42,14:30,Wednesday,08-02-2024
35101,Depot - 15,Ibbalur,4337,10,07:30,Sunday,22-02-2024
35102,Depot - 15,Dommasandra Circle,21475,37,11:00,Thursday,08-02-2024
35103,Depot - 15,Yamare Village,8814,17,23:00,Monday,10-02-2024
35104,Depot - 15,Sompura Gate,5783,10,02:30,Thursday,26-02-2024
35105,Depot - 15,Sarjapura,7399,20,21:40,Sunday,26-02-2024
35106,Depot - 15,Trinity Circle (Church),32087,42,08:30,Saturday,20-02-2024
35107,Depot - 15,Frazer Town (Post Office),29404,42,12:40,Thursday,09-02-2024
35108,Depot - 15,Sarai Palya (Vidyasagar Cross),17952,36,13:50,Saturday,21-02-2024
35109,Depot - 15,St Johns Hospital,10390,25,23:30,Sunday,04-02-2024
35110,Depot - 15,Krupanidhi College,11377,30,16:00,Saturday,06-02-2024
35111,Depot - 15,Vivek Nagar Cross,8543,25,04:00,Monday,12-02-2024
35112,Depot - 15,Sonkad Gate,3023,5,01:00,Monday,01-02-2024
35113,Depot - 15,Electronic City (Hosur Rd),10033,25,10:40,Wednesday,26-02-2024
35114,Depot - 15,Madiwala Market,12278,30,05:40,Tuesday,03-02-2024
35115,Depot - 15,Byatarayanapura Police Station,30773,55,18:50,Wednesday,24-02-2024
35116,Depot - 15,BWSSB Quaters,27658,42,12:30,Monday,24-02-2024
35117,Depot - 15,M.G. RD (Manipal Centre),26529,40,22:50,Thursday,16-02-2024
35118,Depot - 15,Muttanalur Cross,8361,20,12:10,Friday,18-02-2024
35119,Ibbalur,Philips (Ulsoor Lake),31815,55,23:20,Monday,19-02-2024
35120,Ibbalur,Binnamangala,31378,64,09:30,Tuesday,26-02-2024
35121,Ibbalur,Benniganahalli,30339,43,01:30,Tuesday,18-02-2024
35122,Ibbalur,Cantonment RLWY Station,28663,42,17:50,Sunday,05-02-2024
35123,Ibbalur,Depot - 10,28184,42,01:30,Sunday,23-02-2024
35124,Ibbalur,Varthurkodi,26814,42,06:20,Saturday,20-02-2024
35125,Ibbalur,Marathahalli (Jn. Vartur and O,23999,40,17:40,Saturday,22-02-2024
35126,Ibbalur,Raja Rajeshwari Talkies,22082,39,14:20,Wednesday,02-02-2024
35127,Ibbalur,Koramangala (Jn. Ejipura RD),23033,40,04:10,Friday,07-02-2024
35128,Ibbalur,GPO,21170,39,13:20,Monday,23-02-2024
35129,Ibbalur,Koramangala (80 FT RD),24497,62,18:40,Sunday,29-02-2024
35130,Ibbalur,Koramangala (SONY World),24819,55,02:20,Tuesday,29-02-2024
35131,Ibbalur,Kaggadasapura Jn (Big Bazaar),32733,42,07:10,Thursday,01-02-2024
35132,Ibbalur,K. R. Puram Rlwy Station,28107,42,09:10,Friday,27-02-2024
35133,Ibbalur,ITI Bus Stop,26707,42,19:20,Saturday,06-02-2024
35134,Ibbalur,Vannar Pete,26239,42,08:40,Tuesday,18-02-2024
35135,Ibbalur,Passport Office,26750,50,17:40,Friday,07-02-2024
35136,Ibbalur,Ashwath Nagar (Telecom Colony),16502,42,05:10,Wednesday,16-02-2024
35137,Ibbalur,Hennur Bande,14894,30,16:00,Saturday,29-02-2024
35138,Ibbalur,8th Mile (Tumkur RD),27855,42,05:30,Friday,19-02-2024
35139,Ibbalur,White Field Post Office,19574,45,18:10,Sunday,05-02-2024
35140,Ibbalur,Amanath Bank Stop,26818,65,20:10,Sunday,09-02-2024
35141,Ibbalur,Hennur Cross,11042,27,02:00,Tuesday,20-02-2024
35142,Ibbalur,Venketeshpuram02,22193,39,01:00,Tuesday,11-02-2024
35143,Ibbalur,Govardhan Turning,20606,45,14:50,Thursday,05-02-2024
35144,Ibbalur,M E I Factory,21305,50,08:10,Monday,18-02-2024
35145,Ibbalur,Dasarahalli (Tumkur Rd),21842,60,19:00,Friday,22-02-2024
35146,Ibbalur,Bowring Institute (SBI),18420,32,04:20,Friday,24-02-2024
35147,Ibbalur,Siddapur,15030,30,14:10,Tuesday,26-02-2024
35148,Ibbalur,NGV Center,26728,55,12:40,Wednesday,20-02-2024
35149,Ibbalur,Koramangala 1st Block,25347,58,12:10,Friday,06-02-2024
35150,Ibbalur,Coles park,26929,60,00:20,Wednesday,10-02-2024
35151,Ibbalur,Fraser town (Doddi stop),24091,58,21:40,Friday,01-02-2024
35152,Ibbalur,MEI (Tumkur RD),26880,60,06:30,Monday,15-02-2024
35153,Ibbalur,Jalahalli Cross,25921,65,17:50,Tuesday,20-02-2024
35154,Ibbalur,Basaveshwara Circle (L.H.),28595,70,01:40,Tuesday,28-02-2024
35155,Ibbalur,Richmond Circle (Opp Bangalore,22016,28,23:50,Monday,06-02-2024
35156,Ibbalur,Kathariguppe,19811,48,01:40,Saturday,08-02-2024
35157,Ibbalur,Madiwala Masjid,18994,47,04:50,Saturday,05-02-2024
35158,Ibbalur,Adugodi Police Quarters,19985,45,01:00,Saturday,14-02-2024
35159,Ibbalur,Lake Side Hospital,16626,40,09:30,Monday,13-02-2024
35160,Ibbalur,Bangalore Club (Richmond Circl,18165,42,14:10,Monday,25-02-2024
35161,Ibbalur,Domlur,18372,48,13:40,Saturday,19-02-2024
35162,Ibbalur,Halasuru (Ulsoor) Lake,17699,48,05:00,Tuesday,16-02-2024
35163,Ibbalur,Yeshwantpur Junction,21779,59,01:30,Wednesday,14-02-2024
35164,Ibbalur,Brigade Road (St Patricks Chur,16917,45,01:00,Thursday,18-02-2024
35165,Ibbalur,Kogillu Cross,16608,40,08:30,Wednesday,19-02-2024
35166,Ibbalur,Jeevanbhima Nagar,16323,40,02:40,Friday,01-02-2024
35167,Ibbalur,Indira Nagar Police Station,16333,38,20:40,Monday,25-02-2024
35168,Ibbalur,J.C. Nagar,14652,35,16:20,Monday,06-02-2024
35169,Ibbalur,K.G. Halli,19886,50,13:20,Monday,28-02-2024
35170,Ibbalur,Govindapura Cross,21583,39,12:40,Wednesday,18-02-2024
35171,Ibbalur,Arabic college,20322,37,05:20,Friday,08-02-2024
35172,Ibbalur,Kengeri,22006,37,02:10,Tuesday,04-02-2024
35173,Ibbalur,Mylasandra (Mysore Raod),23157,40,21:10,Thursday,01-02-2024
35174,Ibbalur,Corporation (Kalinga RD),21188,40,15:20,Thursday,23-02-2024
35175,Ibbalur,Corporation Office,20132,35,04:40,Thursday,11-02-2024
35176,Ibbalur,IIM-B,19667,35,11:20,Tuesday,06-02-2024
35177,Ibbalur,Lalbagh Main Gate,20963,37,09:20,Saturday,13-02-2024
35178,Ibbalur,Purnima Bus Stop,22667,40,15:40,Thursday,16-02-2024
35179,Ibbalur,G.D. Marra (J.P. Nagar 3rd Ph),25302,54,16:40,Friday,13-02-2024
35180,Ibbalur,BTM Check Post,20688,35,14:10,Sunday,28-02-2024
35181,Ibbalur,BIAL Bus Stop,20398,35,07:20,Tuesday,08-02-2024
35182,Ibbalur,Malleshwaram 18th Cross,19714,35,22:20,Friday,10-02-2024
35183,Ibbalur,Madiwala (Check Post),16940,36,07:20,Thursday,27-02-2024
35184,Ibbalur,Bangalore University Gate,22762,37,15:00,Monday,25-02-2024
35185,Ibbalur,Panthara palya,23841,39,15:50,Sunday,23-02-2024
35186,Ibbalur,Vinayaka Stop,23017,39,17:20,Tuesday,14-02-2024
35187,Ibbalur,Jaraganhalli,21504,39,06:10,Saturday,13-02-2024
35188,Ibbalur,Metro Mall (Kanakapura RD),23213,37,20:00,Friday,22-02-2024
35189,Ibbalur,Sarakki Gate,20845,37,08:10,Friday,16-02-2024
35190,Ibbalur,Jayadeva (Opp Shoppers Stop),21282,37,20:40,Thursday,04-02-2024
35191,Ibbalur,Byatarayanapura (Blry RD),19948,38,01:00,Friday,05-02-2024
35192,Ibbalur,Esteem Mall,19992,37,16:20,Tuesday,26-02-2024
35193,Ibbalur,Jal Bhavan (Bannerghatta RD),22754,39,12:50,Friday,28-02-2024
35194,Ibbalur,Kodihalli,21844,39,00:50,Saturday,04-02-2024
35195,Ibbalur,Electric Stop (Manipal Center),20928,37,16:20,Friday,03-02-2024
35196,Ibbalur,Cunnighama Road,18039,35,01:40,Saturday,10-02-2024
35197,Ibbalur,Jn. of Koramangala 80ft RD,16623,35,19:00,Wednesday,12-02-2024
35198,Ibbalur,Bommanahalli,19307,37,22:10,Monday,27-02-2024
35199,Ibbalur,Hotel Windsor Manor (Le Meride,14523,20,00:30,Sunday,20-02-2024
35200,Ibbalur,Halasuru (Ulsoor),19069,30,17:10,Thursday,19-02-2024
